Number One, Number Two, Their GCD, Time Spent (Milliseconds)
 358       , 718       , 2        , 0.001                    
 94        , 148       , 2        , 0.0                      
 372       , 43        , 1        , 0.001                    
 792       , 460       , 4        , 0.001                    
 418       , 420       , 2        , 0.001                    
 667       , 305       , 1        , 0.001                    
 52        , 163       , 1        , 0.0                      
 296       , 346       , 2        , 0.0                      
 597       , 686       , 1        , 0.001                    
 504       , 132       , 12       , 0.0                      
 147       , 909       , 3        , 0.001                    
 723       , 702       , 3        , 0.001                    
 480       , 311       , 1        , 0.001                    
 259       , 105       , 7        , 0.001                    
 261       , 433       , 1        , 0.001                    
 467       , 561       , 1        , 0.001                    
 521       , 526       , 1        , 0.001                    
 421       , 961       , 1        , 0.0                      
 485       , 395       , 5        , 0.001                    
 225       , 578       , 1        , 0.001                    
 934       , 664       , 2        , 0.001                    
 947       , 952       , 1        , 0.001                    
 987       , 365       , 1        , 0.001                    
 143       , 152       , 1        , 0.001                    
 756       , 999       , 27       , 0.0                      
 15        , 124       , 1        , 0.0                      
 49        , 240       , 1        , 0.0                      
 355       , 713       , 1        , 0.0                      
 306       , 706       , 2        , 0.0                      
 119       , 800       , 1        , 0.001                    
 678       , 463       , 1        , 0.001                    
 123       , 845       , 1        , 0.001                    
 485       , 312       , 1        , 0.001                    
 484       , 416       , 4        , 0.001                    
 559       , 776       , 1        , 0.001                    
 450       , 765       , 45       , 0.001                    
 695       , 822       , 1        , 0.001                    
 874       , 577       , 1        , 0.001                    
 574       , 344       , 2        , 0.001                    
 416       , 311       , 1        , 0.001                    
 487       , 746       , 1        , 0.001                    
 249       , 986       , 1        , 0.001                    
 244       , 503       , 1        , 0.001                    
 904       , 525       , 1        , 0.001                    
 44        , 770       , 22       , 0.0                      
 777       , 684       , 3        , 0.0                      
 335       , 46        , 1        , 0.0                      
 870       , 991       , 1        , 0.001                    
 582       , 591       , 3        , 0.001                    
 242       , 978       , 2        , 0.001                    
 292       , 283       , 1        , 0.001                    
 987       , 232       , 1        , 0.003                    
 48        , 774       , 6        , 0.001                    
 951       , 136       , 1        , 0.001                    
 712       , 389       , 1        , 0.001                    
 447       , 236       , 1        , 0.001                    
 345       , 334       , 1        , 0.001                    
 26        , 347       , 1        , 0.001                    
 517       , 371       , 1        , 0.002                    
 162       , 965       , 1        , 0.001                    
 184       , 982       , 2        , 0.001                    
 151       , 216       , 1        , 0.001                    
 12        , 78        , 6        , 0.001                    
 529       , 703       , 1        , 0.001                    
 332       , 447       , 1        , 0.001                    
 749       , 303       , 1        , 0.001                    
 903       , 763       , 7        , 0.001                    
 959       , 369       , 1        , 0.001                    
 552       , 492       , 12       , 0.001                    
 739       , 370       , 1        , 0.001                    
 351       , 875       , 1        , 0.001                    
 510       , 757       , 1        , 0.001                    
 33        , 736       , 1        , 0.002                    
 604       , 329       , 1        , 0.001                    
 161       , 904       , 1        , 0.001                    
 779       , 309       , 1        , 0.001                    
 757       , 92        , 1        , 0.001                    
 301       , 224       , 7        , 0.001                    
 438       , 552       , 6        , 0.001                    
 749       , 843       , 1        , 0.001                    
 862       , 249       , 1        , 0.001                    
 882       , 947       , 1        , 0.001                    
 644       , 380       , 4        , 0.001                    
 953       , 429       , 1        , 0.001                    
 208       , 569       , 1        , 0.001                    
 422       , 886       , 2        , 0.001                    
 808       , 175       , 1        , 0.001                    
 516       , 181       , 1        , 0.001                    
 52        , 885       , 1        , 0.0                      
 453       , 156       , 3        , 0.0                      
 344       , 271       , 1        , 0.001                    
 658       , 391       , 1        , 0.001                    
 157       , 472       , 1        , 0.001                    
 910       , 52        , 26       , 0.001                    
 807       , 372       , 3        , 0.001                    
 60        , 573       , 3        , 0.001                    
 453       , 103       , 1        , 0.001                    
 677       , 304       , 1        , 0.001                    
 965       , 94        , 1        , 0.001                    
 788       , 411       , 1        , 0.001                    
 290       , 902       , 2        , 0.001                    
 481       , 878       , 1        , 0.002                    
 948       , 16        , 4        , 0.001                    
 893       , 219       , 1        , 0.001                    
 827       , 789       , 1        , 0.001                    
 89        , 822       , 1        , 0.001                    
 405       , 930       , 15       , 0.001                    
 25        , 767       , 1        , 0.001                    
 45        , 880       , 5        , 0.001                    
 993       , 496       , 1        , 0.001                    
 98        , 238       , 14       , 0.001                    
 732       , 695       , 1        , 0.001                    
 10        , 527       , 1        , 0.0                      
 903       , 720       , 3        , 0.0                      
 531       , 739       , 1        , 0.001                    
 274       , 632       , 2        , 0.001                    
 251       , 6         , 1        , 0.001                    
 820       , 211       , 1        , 0.001                    
 850       , 94        , 2        , 0.001                    
 713       , 686       , 1        , 0.0                      
 689       , 562       , 1        , 0.001                    
 688       , 829       , 1        , 0.001                    
 238       , 342       , 2        , 0.001                    
 206       , 796       , 2        , 0.0                      
 935       , 721       , 1        , 0.001                    
 924       , 183       , 3        , 0.001                    
 399       , 422       , 1        , 0.001                    
 545       , 820       , 5        , 0.001                    
 416       , 608       , 32       , 0.001                    
 315       , 654       , 3        , 0.001                    
 824       , 597       , 1        , 0.002                    
 796       , 518       , 2        , 0.001                    
 904       , 574       , 2        , 0.001                    
 505       , 353       , 1        , 0.001                    
 93        , 806       , 31       , 0.001                    
 611       , 38        , 1        , 0.001                    
 961       , 527       , 31       , 0.003                    
 37        , 948       , 1        , 0.001                    
 883       , 473       , 1        , 0.001                    
 227       , 910       , 1        , 0.001                    
 945       , 849       , 3        , 0.001                    
 680       , 178       , 2        , 0.001                    
 436       , 233       , 1        , 0.001                    
 621       , 726       , 3        , 0.001                    
 595       , 95        , 5        , 0.001                    
 245       , 675       , 5        , 0.001                    
 890       , 147       , 1        , 0.001                    
 604       , 725       , 1        , 0.001                    
 106       , 723       , 1        , 0.001                    
 829       , 584       , 1        , 0.001                    
 160       , 385       , 5        , 0.001                    
 883       , 357       , 1        , 0.001                    
 301       , 288       , 1        , 0.001                    
 63        , 434       , 7        , 0.001                    
 199       , 422       , 1        , 0.001                    
 809       , 504       , 1        , 0.001                    
 638       , 382       , 2        , 0.001                    
 25        , 646       , 1        , 0.002                    
 56        , 32        , 8        , 0.001                    
 61        , 489       , 1        , 0.001                    
 88        , 812       , 4        , 0.001                    
 508       , 500       , 4        , 0.001                    
 760       , 212       , 4        , 0.001                    
 900       , 107       , 1        , 0.0                      
 891       , 151       , 1        , 0.0                      
 533       , 814       , 1        , 0.002                    
 974       , 740       , 2        , 0.001                    
 380       , 211       , 1        , 0.001                    
 453       , 280       , 1        , 0.002                    
 652       , 921       , 1        , 0.001                    
 146       , 936       , 2        , 0.001                    
 536       , 498       , 2        , 0.001                    
 722       , 907       , 1        , 0.001                    
 414       , 712       , 2        , 0.001                    
 973       , 694       , 1        , 0.001                    
 336       , 558       , 6        , 0.001                    
 913       , 84        , 1        , 0.001                    
 501       , 591       , 3        , 0.0                      
 850       , 420       , 10       , 0.0                      
 772       , 132       , 4        , 0.001                    
 912       , 276       , 12       , 0.0                      
 337       , 906       , 1        , 0.001                    
 335       , 500       , 5        , 0.001                    
 634       , 845       , 1        , 0.001                    
 755       , 245       , 5        , 0.001                    
 406       , 570       , 2        , 0.001                    
 842       , 643       , 1        , 0.001                    
 155       , 274       , 1        , 0.001                    
 792       , 322       , 2        , 0.001                    
 586       , 655       , 1        , 0.001                    
 930       , 35        , 5        , 0.001                    
 406       , 367       , 1        , 0.001                    
 363       , 676       , 1        , 0.001                    
 902       , 434       , 2        , 0.001                    
 727       , 467       , 1        , 0.001                    
 370       , 521       , 1        , 0.001                    
 665       , 391       , 1        , 0.001                    
 336       , 748       , 4        , 0.001                    
 922       , 188       , 2        , 0.0                      
 935       , 720       , 5        , 0.001                    
 943       , 775       , 1        , 0.001                    
 466       , 263       , 1        , 0.001                    
 971       , 75        , 1        , 0.001                    
 69        , 724       , 1        , 0.0                      
 273       , 495       , 3        , 0.001                    
 370       , 216       , 2        , 0.001                    
 928       , 75        , 1        , 0.001                    
 640       , 530       , 10       , 0.001                    
 304       , 84        , 4        , 0.001                    
 252       , 889       , 7        , 0.001                    
 900       , 939       , 3        , 0.001                    
 831       , 628       , 1        , 0.001                    
 549       , 519       , 3        , 0.001                    
 564       , 569       , 1        , 0.001                    
 747       , 902       , 1        , 0.001                    
 381       , 521       , 1        , 0.001                    
 860       , 196       , 4        , 0.001                    
 65        , 861       , 1        , 0.0                      
 179       , 574       , 1        , 0.001                    
 266       , 891       , 1        , 0.001                    
 925       , 241       , 1        , 0.001                    
 416       , 947       , 1        , 0.003                    
 433       , 952       , 1        , 0.001                    
 569       , 426       , 1        , 0.001                    
 757       , 432       , 1        , 0.001                    
 770       , 367       , 1        , 0.001                    
 217       , 173       , 1        , 0.001                    
 697       , 69        , 1        , 0.001                    
 955       , 445       , 5        , 0.001                    
 447       , 521       , 1        , 0.001                    
 412       , 656       , 4        , 0.001                    
 63        , 52        , 1        , 0.001                    
 736       , 495       , 1        , 0.001                    
 343       , 215       , 1        , 0.0                      
 177       , 353       , 1        , 0.0                      
 180       , 964       , 4        , 0.0                      
 682       , 168       , 2        , 0.0                      
 929       , 260       , 1        , 0.001                    
 906       , 728       , 2        , 0.001                    
 472       , 77        , 1        , 0.001                    
 755       , 12        , 1        , 0.001                    
 362       , 974       , 2        , 0.001                    
 581       , 363       , 1        , 0.003                    
 536       , 922       , 2        , 0.001                    
 807       , 1000      , 1        , 0.001                    
 87        , 705       , 3        , 0.001                    
 479       , 688       , 1        , 0.001                    
 637       , 590       , 1        , 0.001                    
 581       , 279       , 1        , 0.001                    
 478       , 857       , 1        , 0.001                    
 403       , 625       , 1        , 0.001                    
 730       , 196       , 2        , 0.001                    
 182       , 591       , 1        , 0.001                    
 758       , 739       , 1        , 0.001                    
 306       , 508       , 2        , 0.001                    
 270       , 824       , 2        , 0.0                      
 963       , 557       , 1        , 0.001                    
 645       , 717       , 3        , 0.001                    
 511       , 71        , 1        , 0.001                    
 852       , 447       , 3        , 0.001                    
 43        , 272       , 1        , 0.0                      
 99        , 987       , 3        , 0.0                      
 496       , 843       , 1        , 0.001                    
 665       , 117       , 1        , 0.001                    
 386       , 308       , 2        , 0.001                    
 328       , 387       , 1        , 0.001                    
 160       , 597       , 1        , 0.001                    
